,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
2758,2011-12-25 10:56:58,1324790818.0,dgx,58.97,-29.30951810117478,1254.0,13.56227010036106,-42.87178820153584,118.58,21.65,1.25,2.64,5.99,17.23,9.03,13.02,46.07,N/A,N/A,12.63,1.16,1.80,8.60,1.80,N/A,8.60,446380000.0,2.72,13.20,2.20,110820000.0,0.70,N/A,0.79,22.38,897320000.0,0.69,0.38,72.50,6710000.0,4.90,4.30,6370000.0,Underperforms
2759,2012-03-22 20:42:39,1332429159.0,dgx,59.95,-28.13473987053464,1392.780029,26.130192857804396,-54.26493272833903,108.34,20.53,1.27,2.56,6.27,17.41,9.16,13.06,47.33,N/A,N/A,11.87,1.20,1.78,8.42,1.78,N/A,8.42,469190000.0,2.92,14.30,3.00,164890000.0,1.04,N/A,0.90,23.46,895470000.0,0.70,0.43,91.90,3850000.0,4.00,2.50,3780000.0,Underperforms
2760,2012-06-02 21:15:42,1338651942.0,dgx,55.1,-33.94869335890674,1313.319946,18.93428583400607,-52.882979192912806,100.61,12.95,1.18,2.33,8.96,17.64,9.00,20.23,48.30,N/A,N/A,10.89,1.06,1.64,7.66,1.64,N/A,7.66,681010000.0,4.26,N/A,6.30,145440000.0,0.92,N/A,1.00,24.41,896160000.0,0.69,0.37,92.70,4620000.0,5.10,2.90,4220000.0,Underperforms
2761,2013-03-31 20:30:46,1364742046.0,dgx,56.46,-32.31838887556941,1569.189941,42.105878722975795,-74.42426759854521,80.43,16.34,1.20,2.13,7.53,17.86,8.86,16.87,46.56,N/A,N/A,11.62,1.25,1.63,7.48,1.63,N/A,7.48,627580000.0,3.46,70.50,4.10,295590000.0,1.87,N/A,1.49,26.29,N/A,0.85,0.38,94.30,8170000.0,6.80,N/A,7630000.0,Underperforms
2762,2013-05-07 08:52:46,1367896966.0,dgx,57.94,-30.544233996643495,1625.959961,47.2469730968537,-77.79120709349719,80.64,17.48,1.26,2.18,7.33,17.80,8.61,15.37,45.80,N/A,N/A,12.05,1.27,1.70,7.81,1.70,N/A,7.81,587180000.0,3.31,14.70,6.40,133600000.0,0.85,N/A,1.21,26.60,N/A,0.85,0.38,94.30,8650000.0,6.80,5.50,7970000.0,Underperforms
2763,2003-10-26 19:04:09,1067175249.0,dhi,37.64,0.0,1033.77002,0.0,0.0,1.087,10.67,0.75,2.11,6.62,10.63,8.48,22.00,53.325,N/A,N/A,8.88,0.66,1.08,9.58,1.08,N/A,9.58,531620000.0,3.528,57.50,51.20,296240000.0,1.88,N/A,N/A,18.24,N/A,1.126,19.46,76.42,7350000.0,5.535,5.81,5980000.0,Underperforms
2764,2004-10-26 06:18:37,1098751717.0,dhi,29.21,-22.396386822529223,1111.089966,7.479414618736968,-29.87580144126619,0.916,8.08,0.63,1.78,8.40,13.63,11.50,26.60,43.022,N/A,N/A,6.94,0.47,0.93,6.57,0.93,N/A,6.57,856190000.0,3.614,54.70,29.50,240090000.0,1.03,N/A,N/A,15.551,16579999.999999998,1.102,19.65,72.92,7160000.0,6.052,3.82,6580000.0,Underperforms
2765,2005-01-11 19:25:11,1105451711.0,dhi,39.07,3.7991498405951103,1182.98999,14.434542220522134,-10.635392379927024,0.883,9.50,0.85,2.29,9.00,14.60,12.41,28.32,45.737,N/A,N/A,7.48,0.54,1.12,7.41,1.12,N/A,7.41,975100000.0,4.113,55.80,24.20,518000000.0,2.19,N/A,N/A,16.971001,422500000.0,1.256,8.63,72.92,7440000.0,3.765,3.45,5680000.0,Underperforms
2766,2005-03-31 08:22:59,1112237579.0,dhi,29.03,-22.874601487778957,1180.589966,14.202379945202907,-37.07698143298187,0.937,8.91,0.81,2.15,9.24,15.00,12.36,28.04,35.261,N/A,N/A,7.03,0.49,1.13,7.27,1.13,N/A,7.27,N/A,3.26,55.80,24.20,357000000.0,1.14,N/A,N/A,13.444,829440000.0,1.205,8.64,56.06,8390000.0,2.74,2.95,7430000.0,Underperforms
2767,2005-05-02 20:24:51,1115045691.0,dhi,30.66,-18.544102019128587,1162.160034,12.419591545129165,-30.963693564257753,0.971,8.55,0.81,2.13,9.71,15.77,12.60,28.93,36.918,N/A,N/A,6.74,0.47,1.11,7.02,1.11,N/A,7.02,N/A,3.59,55.80,24.20,572800000.0,1.84,N/A,N/A,14.325,829440000.0,1.225,8.64,56.95,7390000.0,3.048,2.59,8390000.0,Underperforms
2768,2007-04-28 07:13:15,1177724595.0,dhi,22.92,-39.107332624867155,1495.420044,44.656936752721855,-83.76426937758902,0.789,7.00,0.52,1.13,6.88,13.42,9.51,17.02,47.987,N/A,N/A,N/A,1.82,0.97,6.988,0.97,N/A,6.988,N/A,3.27,64.60,1.20,65500000.0,0.206,N/A,6.439,20.849001,N/A,2.88,12.27,78.60,14530000.0,5.30,5.30,14760000.0,Underperforms
2769,2007-05-28 16:06:57,1180348617.0,dhi,23.53,-37.48671625929862,1515.72998,46.62158417014262,-84.10830042944124,0.78,10.15,0.53,1.13,5.20,11.35,7.39,11.72,44.93,N/A,N/A,N/A,3.45,0.86,7.292,0.86,N/A,7.292,731800000.0,2.32,85.30,26.10,68200000.0,0.217,N/A,5.272,20.82,N/A,2.75,12.56,76.70,25010000.0,4.2,9.10,17480000.0,Underperforms
2770,2007-06-30 20:43:36,1183216416.0,dhi,19.93,-47.0510095642933,1506.339966,45.71325699694794,-92.76426656124124,0.78,8.59,0.45,0.97,5.20,11.35,7.40,11.72,44.93,N/A,N/A,N/A,2.22,0.80,6.798,0.80,N/A,6.798,731800000.0,2.32,85.30,26.10,68200000.0,0.217,N/A,4.817,20.82,598700000.0,2.72,12.56,86.30,30140000.0,8.3,11.00,28520000.0,Underperforms
2771,2007-09-21 19:10:52,1190382052.0,dhi,14.1,-62.53985122210414,1525.75,47.59085391158859,-110.13070513369273,0.866,N/A,0.34,0.78,2.96,9.55,5.74,6.47,41.463,N/A,N/A,N/A,N/A,0.72,7.154,0.72,N/A,7.154,384600000.0,1.226,N/A,29.20,4900000.0,0.016,N/A,4.734,18.045,N/A,3.33,12.53,85.50,29600000.0,3.3,10.80,28680000.0,Underperforms
2772,2007-12-26 02:00:45,1198614645.0,dhi,13.83,-63.257173219978746,1497.660034,44.87361840886043,-108.13079162883918,0.783,N/A,0.30,0.78,6.31,7.62,4.08,11.84,35.965,N/A,N/A,N/A,N/A,0.75,9.195,0.75,811400000.0,9.195,712500000.0,2.27,N/A,35.00,228300000.0,0.725,N/A,4.766,17.129,N/A,2.49,12.61,94.10,36430000.0,5.3,13.20,36450000.0,Underperforms
2773,2008-02-24 20:19:31,1203864571.0,dhi,15.22,-59.564293304994685,1342.530029,29.867378916637584,-89.43167222163227,0.688,N/A,0.47,0.89,9.35,6.37,3.37,15.93,32.341,N/A,N/A,N/A,N/A,0.83,11.849,0.83,811400000.0,11.849,951000000.0,3.02,N/A,39.20,90400000.0,0.287,N/A,6.735,17.188999,N/A,0.84,12.57,95.50,38960000.0,4.8,14.10,35660000.0,Underperforms
2774,2008-06-19 09:15:09,1213847109.0,dhi,12.15,-67.72051009564294,1342.829956,29.89639184932062,-97.61690194496356,0.919,N/A,0.42,0.94,25.17,5.21,2.66,43.50,29.125,N/A,N/A,N/A,N/A,0.77,16.96,0.77,811400000.0,16.96,N/A,7.33,N/A,37.70,518900000.0,1.643,N/A,6.26,12.895,N/A,0.7,10.18,90.10,39250000.0,14.30,14.30,42370000.0,Underperforms
2775,2008-12-04 00:14:58,1228329898.0,dhi,7.28,-80.65887353878853,845.2199710000001,-18.23907110403529,-62.41980243475324,1.323,N/A,0.32,0.74,39.63,0.53,0.23,62.55,21.052,N/A,N/A,N/A,N/A,0.68,252.552,0.68,811400000.0,252.552,N/A,8.34,N/A,43.80,N/A,4.281,N/A,4.701,8.951,N/A,1.13,12.56,89.60,21680000.0,1.9,7.70,18640000.0,Underperforms
2776,2009-02-08 20:56:58,1234106818.0,dhi,9.14,-75.71732199787459,845.849976,-18.178128632517314,-57.53919336535728,N/A,N/A,0.44,0.93,44.10,2.11,0.88,62.80,18.415,N/A,N/A,N/A,N/A,0.77,26.39,0.77,N/A,26.39,N/A,8.12,N/A,47.30,N/A,5.945,N/A,6.751,8.724,N/A,1.15,12.53,89.10,22520000.0,3.5,8.00,22290000.0,Underperforms
2777,2012-06-10 08:23:21,1339296801.0,dhi,15.97,-57.57173219978746,1314.98999,27.203339675104925,-84.77507187489239,64.99,38.21,1.25,1.83,3.35,4.79,2.14,5.00,12.50,N/A,N/A,17.55,4.70,1.48,28.05,1.48,613500000.0,28.05,132699999.99999999,0.42,46.00,28.00,961300000.0,3.02,N/A,7.30,8.48,46600000.0,1.49,12.55,90.50,39230000.0,4.30,17.20,36620000.0,Underperforms
2778,2013-05-16 16:55:48,1368703548.0,dhi,26.56,-29.436769394261432,1650.469971,59.65543003462221,-89.09219942888365,87.43,9.16,1.70,2.36,20.52,8.31,3.93,33.05,16.21,N/A,N/A,15.72,2.91,2.10,24.17,2.10,861600000.0,24.17,N/A,2.92,173.40,48.90,N/A,3.50,N/A,7.39,11.61,N/A,1.77,12.47,89.80,32890000.0,5.30,13.80,30700000.0,Underperforms
2779,2003-11-21 04:23:31,1069368811.0,dhr,80.54,0.0,1035.280029,0.0,0.0,0.363,25.57,2.43,3.57,9.82,15.57,7.97,15.83,31.555,N/A,N/A,21.80,1.66,2.46,13.52,2.46,N/A,13.52,498600000.0,3.15,2.40,21.00,N/A,7.19,N/A,2.176,22.53,N/A,0.924,24.07,72.57,6520000.0,8.37,5.59,6460000.0,Underperforms
2780,2004-09-27 07:59:04,1096252144.0,dhr,50.58,-37.19890737521729,1103.52002,6.591452465852591,-43.79035984106988,0.327,25.60,2.62,3.93,10.67,16.35,9.11,17.52,18.311,N/A,N/A,19.76,1.51,2.78,14.88,2.78,N/A,14.88,636040000.0,1.976,84.90,15.70,303280000.0,0.98,N/A,1.445,12.922,911040000.0,0.81,24.22,70.41,11390000.0,8.333,4.88,10790000.0,Underperforms
2781,2004-11-26 19:00:37,1101475837.0,dhr,57.9,-28.110255773528685,1182.650024,14.234795501884449,-42.345051275413134,0.313,26.81,2.82,4.31,10.91,16.43,9.60,18.32,19.582,N/A,N/A,22.27,1.71,2.94,15.67,2.94,N/A,15.67,698220000.0,2.16,84.90,15.70,531610000.0,1.72,N/A,1.294,13.559,N/A,0.867,24.21,70.52,10150000.0,8.203,4.34,10210000.0,Underperforms
2782,2005-01-21 20:12:57,1106318577.0,dhr,53.09,-34.08244350633226,1167.869995,12.807159636612674,-46.889603142944935,0.313,24.58,2.60,3.98,10.91,16.43,9.60,18.32,19.582,N/A,N/A,19.81,1.59,2.72,14.51,2.72,N/A,14.51,698220000.0,2.16,84.90,15.70,531610000.0,1.72,N/A,1.294,13.559,N/A,0.894,22.59,70.48,8060000.000000001,7.899,3.37,10150000.0,Underperforms
2783,2007-03-20 12:17:06,1174373226.0,dhr,71.58,-11.124906878569664,1410.939941,36.28582619939634,-47.410733077966,0.366,20.58,2.31,3.32,11.69,15.67,8.92,19.14,31.159,N/A,N/A,N/A,1.26,2.53,13.555,2.53,N/A,13.555,N/A,3.48,28.60,17.50,317810000.0,1.028,N/A,1.38,21.556999,N/A,1.19,20.15,74.70,4380000.0,3.7,1.40,5290000.0,Underperforms
2784,2007-03-22 04:29:08,1174517948.0,dhr,72.71,-9.721877328035774,1434.540039,38.565412141259415,-48.28728946929519,0.366,20.91,2.30,3.31,11.69,15.67,8.92,19.14,31.159,N/A,N/A,N/A,1.27,2.56,13.75,2.56,N/A,13.75,N/A,3.48,28.60,17.50,317810000.0,1.028,N/A,1.38,21.556999,N/A,1.19,20.15,74.70,4380000.0,3.7,1.40,5290000.0,Underperforms
2785,2007-05-16 11:27:30,1179295050.0,dhr,70.69,-12.229947851999016,1514.140015,46.2541508177784,-58.48409866977742,0.366,20.32,2.18,3.43,11.69,15.67,8.92,19.14,31.159,N/A,N/A,N/A,1.26,2.52,13.501,2.52,N/A,13.501,N/A,3.48,28.60,17.50,317810000.0,1.028,N/A,1.38,20.599001,N/A,1.27,20.15,74.70,4170000.0,2.9,1.40,4380000.0,Underperforms
2786,2007-06-16 13:16:19,1181979979.0,dhr,74.21,-7.859448721132371,1515.670044,46.401939720987315,-54.26138844211969,0.33,20.68,2.27,3.57,11.60,15.80,9.20,18.70,32.423,N/A,N/A,N/A,1.29,2.48,13.173,2.48,N/A,13.173,N/A,3.59,18.10,19.20,197560000.0,0.639,N/A,1.575,20.599001,N/A,1.14,20.15,73.70,4300000.0,3.3,1.70,4170000.0,Underperforms
2787,2007-07-17 11:24:27,1184651667.0,dhr,78.69,-2.29699528184754,1549.369995,49.65709292166786,-51.9540882035154,0.33,21.93,2.43,3.82,11.60,15.80,9.20,18.70,32.423,N/A,N/A,N/A,1.34,2.64,14.023,2.64,N/A,14.023,N/A,3.59,18.10,19.20,197560000.0,0.639,N/A,1.575,20.599001,N/A,30.28,20.15,73.80,5130000.0,2.4,2.10,4980000.0,Underperforms
2788,2009-02-07 07:57:29,1233973649.0,dhr,58.54,-27.31561956791657,832.22998,-19.613055725235096,-7.702563842681474,0.267,14.92,1.45,1.88,10.38,15.37,6.98,13.95,39.759,N/A,N/A,N/A,1.35,1.64,9.108,1.64,N/A,9.108,N/A,3.92,4.50,1.10,392850000.0,1.234,N/A,1.545,30.808001,N/A,0.88,19.71,74.70,6790000.0,3.6,2.40,7010000.0,Underperforms
2789,2009-09-25 15:40:44,1253873444.0,dhr,66.16,-17.85448224484729,1044.380005,0.8789869161090492,-18.73346916095634,N/A,18.14,1.82,2.01,10.36,15.16,6.10,11.71,36.557,N/A,N/A,N/A,1.89,1.97,10.902,1.97,N/A,10.902,N/A,3.648,18.60,18.60,N/A,3.936,N/A,1.909,33.16,N/A,0.77,28.10,75.30,4660000.0,2.3,1.60,4400000.0,Underperforms
2790,2009-10-27 10:06:33,1256618193.0,dhr,69.03,-14.291035510305445,1063.410034,2.7171397314764567,-17.008175241781903,N/A,18.92,1.89,2.08,10.36,15.16,6.10,11.71,36.557,N/A,N/A,N/A,1.97,2.03,11.257,2.03,N/A,11.257,N/A,3.65,18.60,18.60,N/A,3.936,N/A,1.909,33.16,N/A,0.79,28.10,75.30,5060000.0,2.3,1.80,6160000.0,Underperforms
2791,2011-09-25 18:02:31,1316953951.0,dhr,42.71,-46.9704494661038,1129.560059,9.106717734241148,-56.077167200344945,39.70,13.32,2.09,1.78,15.66,17.43,5.93,14.04,21.26,N/A,N/A,13.06,0.99,2.52,12.27,2.52,N/A,12.27,N/A,3.21,74.20,15.40,551580000.0,0.81,N/A,1.53,24.05,N/A,0.94,17.78,74.20,9710000.0,1.60,2.00,9960000.0,Underperforms
2792,2011-12-30 08:02:36,1325212356.0,dhr,47.48,-41.047926496150986,1257.599976,21.474378020673665,-62.52230451682465,35.60,15.84,2.11,1.98,13.42,16.45,6.10,12.76,23.14,N/A,N/A,14.43,0.94,2.46,12.30,2.46,N/A,12.30,N/A,3.00,19.00,46.10,484370000.0,0.71,N/A,1.53,24.04,N/A,0.94,17.78,74.20,9000000.0,2.60,1.90,10950000.0,Underperforms
2793,2013-04-23 09:19:42,1366688982.0,dhr,58.99,-26.756890985845544,1578.780029,52.49787350046525,-79.25476448631079,22.64,16.94,2.22,2.07,13.44,17.56,6.42,13.13,26.52,N/A,N/A,15.40,1.43,2.35,10.59,2.35,N/A,10.59,N/A,3.48,12.90,3.00,N/A,3.11,N/A,2.02,28.44,N/A,1.18,14.04,79.60,6520000.0,2.70,1.20,8260000.0,Underperforms
2794,2013-04-25 03:17:06,1366840026.0,dhr,59.96,-25.55252048671468,1585.160034,53.11413236968758,-78.66665285640227,22.64,17.22,2.22,2.08,13.44,17.56,6.42,13.13,26.52,N/A,N/A,15.66,1.48,2.35,10.59,2.35,N/A,10.59,N/A,3.48,12.90,3.00,N/A,3.11,N/A,2.02,28.44,N/A,1.18,14.04,79.60,6520000.0,2.70,1.20,8260000.0,Underperforms
2795,2003-10-02 17:41:54,1065096714.0,dis,20.84,0.0,1020.23999,0.0,0.0,0.581,40.84,1.60,1.75,4.31,6.89,2.28,4.51,12.967,N/A,N/A,25.40,2.14,2.07,23.21,2.07,N/A,23.21,N/A,N/A,882.30,0.20,N/A,0.67,N/A,1.061,11.89,N/A,0.961,1.46,65.35,47860000.0,5.478,2.38,54720000.0,Underperforms
2796,2003-12-15 20:32:12,1071500532.0,dis,22.85,9.644913627639164,1068.040039,4.685176965078574,4.959736662560591,0.551,35.43,1.70,1.93,5.41,8.33,2.91,5.67,13.095,N/A,N/A,22.37,1.73,2.12,23.83,2.12,N/A,23.83,N/A,0.645,N/A,0.20,N/A,0.79,N/A,0.959,11.82,N/A,0.996,2.04,66.01,51950000.0,8.427,2.63,49360000.0,outperform
2797,2004-03-27 08:39:48,1080356988.0,dis,25.1,20.44145873320538,1091.329956,6.967965056927438,13.473493676277942,0.548,27.19,1.80,2.10,7.30,11.25,4.10,8.09,13.671,N/A,N/A,22.82,1.86,2.23,18.15,2.23,N/A,18.15,N/A,0.923,2.50,6.80,N/A,0.71,N/A,1.055,11.938,N/A,1.045,2.06,66.26,42660000.0,4.589,2.13,47960000.0,outperform
2798,2004-06-20 18:32:54,1087736574.0,dis,25.02,20.057581573896353,1132.050049,10.959191964235778,9.098389609660575,0.619,24.39,1.75,2.02,7.95,12.27,4.50,8.92,13.891,N/A,N/A,21.57,1.72,2.18,15.81,2.18,N/A,15.81,N/A,1.026,2.50,6.80,N/A,1.53,N/A,0.841,12.298,N/A,1.098,2.06,64.88,32369999.999999996,2.956,1.61,39520000.0,outperform
2799,2004-08-11 14:49:21,1092215961.0,dis,21.89,5.038387715930905,1075.790039,5.444802158754818,-0.40641444282391337,0.619,20.36,1.58,1.82,7.86,12.27,4.60,9.30,14.415,N/A,N/A,18.87,1.43,1.93,14.49,1.93,N/A,14.49,N/A,1.075,2.50,6.80,N/A,1.53,N/A,0.841,12.298,N/A,1.107,2.06,64.46,45300000.0,6.908,2.25,39300000.0,Underperforms
2800,2004-11-02 15:05:35,1099388135.0,dis,25.4,21.880998080614198,1130.560059,10.81314887490343,11.067849205710768,0.571,23.65,1.72,1.99,8.02,12.33,4.64,9.20,14.366,N/A,N/A,21.17,1.63,2.10,14.68,2.10,N/A,14.68,N/A,1.074,2.50,6.80,N/A,1.47,N/A,0.836,12.661,N/A,1.099,2.06,66.28,43130000.0,5.944,2.14,37700000.0,outperform
2801,2005-01-17 01:54:46,1105907086.0,dis,28.3,35.796545105566224,1184.52002,16.102096723340544,19.69444838222568,0.517,25.25,1.84,2.13,8.27,12.16,4.80,9.44,14.6,N/A,N/A,20.07,1.86,2.25,15.9,2.25,N/A,15.9,N/A,1.121,85.10,13.60,N/A,N/A,N/A,0.847,13.051,N/A,1.146,0.50,66.46,41190000.0,7.137,2.02,42810000.0,outperform
2802,2005-02-04 07:35:55,1107482755.0,dis,28.8,38.19577735124761,1203.030029,17.91637661644688,20.279400734800728,0.521,25.40,1.92,2.21,8.38,12.20,4.78,9.39,14.642,N/A,N/A,19.73,1.67,2.24,12.26,2.24,N/A,12.26,N/A,1.13,85.10,13.60,N/A,1.08,N/A,0.921,13.051,N/A,1.146,0.46,66.14,36560000.0,7.344,1.84,41190000.0,outperform
2803,2005-03-09 15:52:13,1110363733.0,dis,28.19,35.26871401151632,1207.01001,18.30647904715046,16.962234964365862,0.521,24.79,1.89,2.16,8.38,12.20,4.78,9.39,14.642,N/A,N/A,19.18,1.56,2.27,12.41,2.27,N/A,12.41,N/A,1.137,85.10,13.60,N/A,1.06,N/A,0.921,13.181,N/A,1.233,0.50,66.53,37640000.0,4.889,1.85,36560000.0,outperform
2804,2006-02-28 04:32:31,1141081351.0,dis,28.38,36.18042226487523,1280.660034,25.525371143313052,10.655051121562181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,outperform
2805,2006-03-02 04:23:23,1141253603.0,dis,28.09,34.78886756238004,1289.140015,26.356546267118965,8.432321295261076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,outperform
2806,2006-04-14 19:52:32,1145024552.0,dis,27.88,33.78119001919385,1286.569946,26.10463798816591,7.676552031027942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,outperform
2807,2006-05-16 14:27:13,1147769833.0,dis,29.99,43.90595009596928,1292.079956,26.64470797699275,17.261242118976533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,outperform
2808,2006-06-15 22:06:36,1150389396.0,dis,29.19,40.06717850287909,1256.160034,23.12397536975589,16.9432031331232,0.494,22.15,1.95,2.14,8.22,13.08,5.41,10.18,16.39,N/A,N/A,N/A,1.43,2.28,12.074,2.28,N/A,12.074,N/A,1.32,11.60,2.50,N/A,0.925,N/A,1.021,13.376,N/A,1.13,0.02,61.10,39970000.0,3.6,2.00,49550000.0,outperform
2809,2007-01-17 16:52:23,1169032943.0,dis,35.17,68.76199616122841,1430.619995,40.223869777933324,28.538126383295086,0.434,21.51,N/A,N/A,9.84,15.98,7.00,11.63,17.1,N/A,N/A,N/A,1.35,N/A,N/A,N/A,N/A,N/A,N/A,1.64,106.30,13.60,N/A,1.166,N/A,0.937,N/A,N/A,1.09,20.71,65.80,44320000.0,5.1,2.30,42120000.0,outperform
2810,2007-02-21 09:39:55,1172030995.0,dis,35.05,68.18618042226487,1457.630005,42.871287078249104,25.314893344015765,0.381,16.98,2.04,2.19,12.35,17.16,7.57,15.01,17.278,N/A,N/A,N/A,1.41,2.33,9.755,2.33,N/A,9.755,N/A,2.06,131.70,9.80,N/A,1.19,N/A,1.05,15.973,N/A,1.09,7.44,66.40,43540000.0,4.9,2.30,44320000.0,outperform
2811,2007-04-09 12:40:29,1176102629.0,dis,34.91,67.51439539347408,1444.609985,41.595114792549936,25.91928060092414,0.381,16.91,2.03,2.19,12.35,17.16,7.57,15.01,17.278,N/A,N/A,N/A,1.47,2.32,9.721,2.32,N/A,9.721,N/A,2.06,131.70,9.80,N/A,1.19,N/A,1.05,15.973,N/A,26.12,7.44,66.50,42470000.0,2.20,2.20,35930000.0,outperform
2812,2007-05-09 06:40:22,1178673022.0,dis,36.55,75.38387715930901,1512.579956,48.257269939007195,27.126607220301814,0.381,17.71,2.10,2.26,12.35,17.16,7.57,15.01,17.278,N/A,N/A,N/A,1.50,2.32,9.723,2.32,N/A,9.723,N/A,2.06,131.70,9.80,N/A,1.19,N/A,1.05,15.973,N/A,23.56,7.44,66.50,42470000.0,2.20,2.20,35930000.0,outperform
2813,2007-05-11 11:31:48,1178863308.0,dis,35.69,71.25719769673702,1505.849976,47.59762318275722,23.659574513979805,0.381,17.29,2.08,2.23,12.35,17.16,7.57,15.01,17.278,N/A,N/A,N/A,1.55,2.36,9.912,2.36,N/A,9.912,N/A,2.06,131.70,9.80,N/A,1.19,N/A,1.05,15.973,N/A,0.81,7.44,65.20,45630000.0,4.7,2.40,42470000.0,outperform
2814,2007-05-12 13:06:53,1178955413.0,dis,36.07,73.0806142034549,1512.579956,48.257269939007195,24.823344264447705,0.434,22.06,2.08,2.23,9.84,15.98,7.00,11.63,17.1,N/A,N/A,N/A,1.46,2.47,10.915,2.47,N/A,10.915,N/A,1.64,106.30,13.60,N/A,1.166,N/A,0.937,15.973,N/A,1.09,20.91,68.50,43540000.0,4.9,2.30,44320000.0,outperform
2815,2007-05-26 19:57:44,1180189664.0,dis,36.03,72.8886756238004,1522.280029,49.208033788207025,23.68064183559337,0.4,16.97,2.02,2.22,12.89,18.12,8.06,15.74,17.059,N/A,N/A,N/A,1.37,2.33,9.368,2.33,N/A,9.368,N/A,2.12,27.00,0.60,N/A,1.101,N/A,0.926,16.125,N/A,0.81,7.69,69.10,45630000.0,4.7,2.50,42470000.0,outperform
2816,2007-06-03 12:29:55,1180853995.0,dis,35.24,69.0978886756238,1530.619995,50.025485180207454,19.072403495416353,0.4,16.60,2.00,2.20,12.89,18.12,8.06,15.74,17.059,N/A,N/A,N/A,1.35,2.28,9.189,2.28,N/A,9.189,N/A,2.12,27.00,0.60,N/A,1.101,N/A,0.926,16.125,N/A,0.78,7.69,66.70,47710000.0,5.2,2.60,45630000.0,outperform
2817,2007-06-12 15:10:39,1181641239.0,dis,33.87,62.5239923224568,1493.0,46.33811795595269,16.18587436650411,0.4,15.95,1.92,2.12,12.89,18.12,8.06,15.74,17.059,N/A,N/A,N/A,1.39,2.22,8.949,2.22,N/A,8.949,N/A,2.12,27.00,0.60,N/A,1.101,N/A,0.926,16.125,N/A,0.78,7.69,66.70,47710000.0,5.2,2.60,45630000.0,outperform
2818,2007-07-13 20:30:32,1184338832.0,dis,34.37,64.92322456813818,1552.5,52.1700791203058,12.753145447832381,0.4,16.19,1.93,2.12,12.89,18.12,8.06,15.74,17.059,N/A,N/A,N/A,1.36,2.23,8.965,2.23,N/A,8.965,N/A,2.123,27.00,0.60,N/A,1.101,N/A,0.926,16.125,N/A,0.78,7.69,66.70,50760000.0,5.5,2.80,47710000.0,outperform
2819,2007-10-21 13:19:43,1192952983.0,dis,33.81,62.236084452975064,1540.079956,50.952714174632575,11.283370278342488,0.433,15.60,1.89,2.22,12.84,18.59,6.98,14.46,17.519,N/A,N/A,N/A,1.23,2.12,9.361,2.12,N/A,9.361,N/A,2.17,4.70,6.70,N/A,1.785,N/A,1.133,15.676,N/A,0.6,0.75,65.50,38800000.0,4.1,2.20,40400000.0,outperform
2820,2008-01-23 16:21:27,1201085487.0,dis,27.4405,31.672264875239925,1338.599976,31.20442142245374,0.4678434527861839,0.502,12.20,1.51,1.79,13.20,19.10,7.01,14.94,17.72,N/A,N/A,N/A,0.97,1.84,7.894,1.84,N/A,7.894,N/A,2.25,12.10,3.20,N/A,1.928,N/A,0.993,15.673,N/A,0.56,7.29,64.60,41640000.0,4.1,2.40,41740000.0,outperform
2821,2008-05-11 08:19:15,1210474155.0,dis,34.3,64.58733205374278,1397.680054,36.995223447377306,27.59210860636548,0.518,16.54,1.79,2.20,11.64,19.63,7.21,13.51,18.512,N/A,N/A,N/A,1.17,2.11,8.899,2.11,N/A,8.899,N/A,2.07,26.50,9.10,N/A,1.813,N/A,1.071,15.733,N/A,0.57,7.37,66.60,55910000.0,3.20,3.20,57170000.0,outperform
